보고연도,보고국가,원조기관,사업구분,수원국코드,사업실시기관,채널코드,양자_다자,자금구분코드,자금형태코드,원조유형,사업명,사업분야,지역명,사업설명,지속가능개발목표(SDGs),성평등,환경지원,참여형개발_지배구조개선_민주화_인권,무역개발,재난위험경감,장애인권리,영양,모자보건,생물다양성,기후변화완화,기후변화적응,사막화,기술협력,프로그램원조,프로젝트원조코드,혼합신용,통화,약정액,지출액,증여등가액,회수액,비구속성금액,부분구속성금액,구속성금액,투자관련기술협력금액,프로젝트원조 전문가 파견 비용(약정액),프로젝트원조 전문가 파견 비용(지출액),수출신용금액,레버리징 메카니즘,민간재원 동원금액,동원된 자금출처,상환방식,연간상환횟수,이자율,제2이자율,최초상환일,최종상환일,이자수취액,차관잔액,연체원금,연체이자,차년도상환원금,차년도지불이자,자료제출기관
2019,742,4,1,543,United Nations Development Programme,41114,1,10,110,C01,Anti-Corruption and Integrity in Arab Countries (ACIAC),15113:100,MIDDLE EAST ASIA,Enhancement of region-wide compliance with the UN Convention against Corruption. Reinforcement of the effectiveness of the public administration. Development of region-wide collective action capacity to achieve Sustainable Development Goal 16.,11.0; 9.0,0,0,2,0,0,,,2,0,0,0,0,,,1,,302,1334,287,0,0,1334,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,142,United Nations Development Programme,41114,1,10,110,C01,Anti-Corruption and Integrity in Arab Countries (ACIAC),15113:100,NORTH OF SAHARA,Enhancement of region-wide compliance with the UN Convention against Corruption. Reinforcement of the effectiveness of the public administration. Development of region-wide collective action capacity to achieve Sustainable Development Goal 16.,11.0; 9.0,0,0,2,0,0,,,2,0,0,0,0,,,1,,302,1334,287,0,0,1334,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,285,World Food Programme,41140,1,10,110,C01,"Provision of life-saving in-kind assistance to the most vulnerable based on the Country Strategic Plans (CSPs) in Yemen,",72040:100,SOUTH OF SAHARA,"Provide life-saving assistance to the most vulnerable in Yemen, Kenya and Uganda with fortified vegetable oil (Malaysian palm olein oil) in WFP food baskets during the targeted period",2.1; 2.2,0,1,0,0,0,,,0,0,1,1,0,,,1,,302,2727,761,0,0,2727,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,248,World Food Programme,41140,1,10,110,C01,"Provision of life-saving in-kind assistance to the most vulnerable based on the Country Strategic Plans (CSPs) in Yemen,",72040:100,SOUTH OF SAHARA,"Provide life-saving assistance to the most vulnerable in Yemen, Kenya and Uganda with fortified vegetable oil (Malaysian palm olein oil) in WFP food baskets during the targeted period",2.1; 2.2,0,1,0,0,0,,,0,0,1,1,0,,,1,,302,2727,761,0,0,2727,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,580,World Food Programme,41140,1,10,110,C01,"Provision of life-saving in-kind assistance to the most vulnerable based on the Country Strategic Plans (CSPs) in Yemen,",72040:100,MIDDLE EAST ASIA,"Provide life-saving assistance to the most vulnerable in Yemen, Kenya and Uganda with fortified vegetable oil (Malaysian palm olein oil) in WFP food baskets during the targeted period",2.1; 2.2,0,1,0,0,0,,,0,0,1,1,0,,,1,,302,2727,761,0,0,2727,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,272,Food and Agricultural Organisation,41301,1,10,110,C01,Green Jobs for Rural Youth Employment,31181:100,SOUTH OF SAHARA,"1.Young people are trained, and their capacity built to address local issues through green jobs solutions 2.Youth-led green employment,entrepreneurship created in agricultural sectors and rural areas 3.Green jobs and youth employment mainstreamed in national policies and strategies 4.Contribute to achieving NDC s and building sustainable food systems",1.0; 13.0; 14.0; 15.0; 2.0; 7.0; 8.0; 9.0,0,2,0,0,0,,,0,0,0,1,0,,,1,,302,2000,374,0,0,2000,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,265,Food and Agricultural Organisation,41301,1,10,110,C01,Green Jobs for Rural Youth Employment,31181:100,SOUTH OF SAHARA,"1.Young people are trained, and their capacity built to address local issues through green jobs solutions 2.Youth-led green employment,entrepreneurship created in agricultural sectors and rural areas 3.Green jobs and youth employment mainstreamed in national policies and strategies 4.Contribute to achieving NDC s and building sustainable food systems",1.0; 13.0; 14.0; 15.0; 2.0; 7.0; 8.0; 9.0,0,2,0,0,0,,,0,0,0,1,0,,,1,,302,2000,374,0,0,2000,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,765,Food and Agricultural Organisation,41301,1,10,110,C01,Green Jobs for Rural Youth Employment,31181:100,FAR EAST ASIA,"1.Young people are trained, and their capacity built to address local issues through green jobs solutions 2.Youth-led green employment,entrepreneurship created in agricultural sectors and rural areas 3.Green jobs and youth employment mainstreamed in national policies and strategies 4.Contribute to achieving NDC s and building sustainable food systems",1.0; 13.0; 14.0; 15.0; 2.0; 7.0; 8.0; 9.0,0,2,0,0,0,,,0,0,0,1,0,,,1,,302,2000,374,0,0,2000,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,247,World Trade Organisation - International Trade Centre,45001,1,10,110,C01,SheTrades West Africa : Improving Women`s Livelihoods through Inclusive Value Chains,31193:100,SOUTH OF SAHARA,"1. Awareness and capacity of policy makers to support women`s economic empowerment developed 2.Capacity of service providers and business support institutions to serve women farmers and SMEs developed 3.Competitiveness of SME value chain intermediaries developed 4.Market linkages between traders and processors and domestic, regional and international buyers created 5. Capacity of women farmers in production, quality and business management increased",10.0; 8.0,2,0,0,2,0,,,0,0,0,0,0,,,1,,302,1385,448,0,0,1385,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,251,World Trade Organisation - International Trade Centre,45001,1,10,110,C01,SheTrades West Africa : Improving Women`s Livelihoods through Inclusive Value Chains,31193:100,SOUTH OF SAHARA,"1. Awareness and capacity of policy makers to support women`s economic empowerment developed 2.Capacity of service providers and business support institutions to serve women farmers and SMEs developed 3.Competitiveness of SME value chain intermediaries developed 4.Market linkages between traders and processors and domestic, regional and international buyers created 5. Capacity of women farmers in production, quality and business management increased",10.0; 8.0,2,0,0,2,0,,,0,0,0,0,0,,,1,,302,1385,448,0,0,1385,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,243,World Trade Organisation - International Trade Centre,45001,1,10,110,C01,SheTrades West Africa : Improving Women`s Livelihoods through Inclusive Value Chains,31193:100,SOUTH OF SAHARA,"1. Awareness and capacity of policy makers to support women`s economic empowerment developed 2.Capacity of service providers and business support institutions to serve women farmers and SMEs developed 3.Competitiveness of SME value chain intermediaries developed 4.Market linkages between traders and processors and domestic, regional and international buyers created 5. Capacity of women farmers in production, quality and business management increased",10.0; 8.0,2,0,0,2,0,,,0,0,0,0,0,,,1,,302,1385,448,0,0,1385,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,139,International Labour Organisation - Assessed Contributions,41302,1,10,110,C01,"Skill for Trade and Economic Diversification- Aligning skills strategically with sector development in Algeria, Morocco",33181:100,NORTH OF SAHARA,"Effective skills and ES and ALMPs strategies in selected export sectors in 3 countries are agreed by key stakeholders. Strategies to address skill gaps and utilization challenges are designed and implemented by key stakeholders (i.e. target Ministries and Ministerial agencies, training providers including on trade capacities, business development providers and employment services). Algeria, Morocco and Tunisia engage in a sustainable dialogue on good practice in skills and trade and ES and ALMPs Indicator.",8,1,0,0,0,0,,,0,0,0,0,0,,,1,,302,1740,352,0,0,1740,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,136,International Labour Organisation - Assessed Contributions,41302,1,10,110,C01,"Skill for Trade and Economic Diversification- Aligning skills strategically with sector development in Algeria, Morocco",33181:100,NORTH OF SAHARA,"Effective skills and ES and ALMPs strategies in selected export sectors in 3 countries are agreed by key stakeholders. Strategies to address skill gaps and utilization challenges are designed and implemented by key stakeholders (i.e. target Ministries and Ministerial agencies, training providers including on trade capacities, business development providers and employment services). Algeria, Morocco and Tunisia engage in a sustainable dialogue on good practice in skills and trade and ES and ALMPs Indicator.",8,1,0,0,0,0,,,0,0,0,0,0,,,1,,302,1740,352,0,0,1740,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,130,International Labour Organisation - Assessed Contributions,41302,1,10,110,C01,"Skill for Trade and Economic Diversification- Aligning skills strategically with sector development in Algeria, Morocco",33181:100,NORTH OF SAHARA,"Effective skills and ES and ALMPs strategies in selected export sectors in 3 countries are agreed by key stakeholders. Strategies to address skill gaps and utilization challenges are designed and implemented by key stakeholders (i.e. target Ministries and Ministerial agencies, training providers including on trade capacities, business development providers and employment services). Algeria, Morocco and Tunisia engage in a sustainable dialogue on good practice in skills and trade and ES and ALMPs Indicator.",8,1,0,0,0,0,,,0,0,0,0,0,,,1,,302,1740,352,0,0,1740,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,248,United Nations Office of the United Nations High Commissioner for Refugees,41121,1,10,110,C01,"Strengthening self-reliance and reintegration of refugees, returning refugees along with IDPs and hosting communities in",11330:100,SOUTH OF SAHARA,"Youth and women received TVET for increased chances of employability. Rural infrastructure for agricultural production improved Famers` organizations strengthened, rural household incomes increased. Allocation of economic and productive resources on a basis of gender equality enhanced Reduction in gender based violence.",1.2; 10.3; 5.5,2,0,0,0,0,,,0,0,0,0,0,,,1,,302,3000,1197,0,0,3000,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,273,United Nations Office of the United Nations High Commissioner for Refugees,41121,1,10,110,C01,"Strengthening self-reliance and reintegration of refugees, returning refugees along with IDPs and hosting communities in",11330:100,SOUTH OF SAHARA,"Youth and women received TVET for increased chances of employability. Rural infrastructure for agricultural production improved Famers` organizations strengthened, rural household incomes increased. Allocation of economic and productive resources on a basis of gender equality enhanced Reduction in gender based violence.",1.2; 10.3; 5.5,2,0,0,0,0,,,0,0,0,0,0,,,1,,302,3000,1197,0,0,3000,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,998,Donor Government,11000,1,30,110,C01,Gross outflow from private sources,99800:100,UNALLOCATED,Gross outflow from private sources,,,,,,,,,,,,,,,,,,302,454699,454699,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,437,KOICA,11000,1,10,110,D02,Program for Human Resource Development in Public Sector(Latin America and the Caribbean),15110:100,SOUTH AMERICA,Workshop on Establishment of Administrative System and Good Governance for Sustainable Development of Public Sector in Latin America,2.2,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,8,8,0,0,0,0,8,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,614,United Nations Development Programme,41114,1,10,110,C01,Increase of safety of the population from fires by strengthening the capacity of the fire and rescue services in Kyrgyz Republic,15110:100,SOUTH & CENTR. ASIA,To modernize fire department and equipment and provide capacity building programs(traning fire officers),16,0,0,1,0,0,,,0,0,0,0,0,,,1,,302,6000,450,0,0,6000,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,635,KOICA,11000,1,10,110,C01,Strengthening the democratization capacity of Myanmar GAD(General Administration Department) by supporting ICT equipment,15110:100,SOUTH & CENTR. ASIA,Strengthening the democratization capacity of Myanmar GAD(General Administration Department) by supporting ICT equipment),4.0; 9.0,0,0,0,0,0,,,0,0,0,0,0,,,1,,302,151,151,0,0,151,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,765,KOICA,11000,1,10,110,C01,Strengthening Critical Resilience Capacities to Climate Change and Natural Disasters in Timor-Leste,14050:100,FAR EAST ASIA,Reduce consumption and improper disposal of plastic waste that contributes to natural disaster and climate change risks.,11.b,0,1,0,0,0,,,0,0,0,0,0,1,,1,,302,3000,1031,0,0,3000,0,0,0,,,0,0.01,1355.77,0.002,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,243,International Organisation for Migration,47066,1,10,110,C01,Strengthening National Law Enforcement Capacities in Border and Migration Management in the Republic of Guinea,15131:100,SOUTH OF SAHARA,National Law Enforcement Capacity Building in Migration and Border Management in Guinea(CBMBM),16.3,0,0,2,0,0,,,0,0,0,0,0,,,1,,302,3000,1496,0,0,3000,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,998,KOICA,11000,1,10,110,C01,"Feasibility study, Investigation of planning, and Follow-up project(Multilateral Cooperation)",99810:100,UNALLOCATED,"Feasibility study, Investigation of planning, and Follow-up project(International Cooperation)",17.14; 17.15,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,163,163,0,0,0,0,163,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,666,Donor country-based NGO,22000,1,10,110,C01,BGD Emergencies Support to Flood Affected People in Kurigram District,72010:100,SOUTH & CENTR. ASIA,"Emergency Livelihood Cash grants to the most affected 400 vulnerable households Development of business plans with the 400 targeted households to implement and utilize the cash grant according to the livelihood option selected by the household Occupational Skill Development Training on context specific livelihood,early recovery initiatives for 400 households",10.0; 16.0,1,1,0,0,0,,,0,0,1,1,0,,,1,,302,94,94,0,0,0,0,94,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,666,Donor country-based NGO,22000,1,10,110,C01,2019 KOICA Bangladesh Raumari Flood Emergency Responsse,72010:100,SOUTH & CENTR. ASIA,holding a conference for regulatory permit of project and beneficiary identification. distributing support kit ot 440 people. Building 45 shelters. setting-up 15 water piped wells and 30 toilets. Distributing 500 disaster risk training books and training 200 community members about DRR.,10.0; 13.0; 16.0,1,1,0,0,2,,,0,0,0,1,0,,,1,,302,94,94,0,0,0,0,94,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,231,International Organisation for Migration,47066,1,10,110,C01,Improving the Resilience of Marginalized Communities in Ouham Pende Region-Central African Republic,16010:100,SOUTH OF SAHARA,Setting up representative Local Committees in the targeted communities to reinforce governance of local government. Creation of short and long-term job opportunities through the cash-for-work activities and enforcement of gender-equal vocational training to the youth for them to acquire decent jobs.,10.0; 11.0; 16.0,1,0,0,0,0,,,0,0,0,0,0,,,1,,302,4650,1197,0,0,4650,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,998,KOICA,11000,1,10,110,C01,"Feasibility study, Investigation of planning, and Follow-up project(CTS, IBS, IPS)",99810:100,UNALLOCATED,"Feasibility study, Investigation of planning, and Follow-up project(Creative Technology Solution, Inclusive Business Solution, Innovative Partnership Solution)",17.14; 17.15,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,1082,1082,0,0,0,0,1082,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,836,KOICA,11000,1,10,110,C01,Procurement of 3 new Ambulances for the Ministry of Health and Medical Sercives(MHMS),12110:100,MICRONESIA,Support Procurement of 3 New Ambulances for Ministry of Health and Medical Services of Kiribati by Aid Grant,16,0,0,1,0,0,,,1,0,0,0,0,,,1,,302,201,201,0,0,201,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,549,KOICA,11000,1,10,110,C01,Project for Empowerment of Special Education Program in Yarmouk University in Jordan,11120:100,MIDDLE EAST ASIA,"Establish a comprehensive center offering educational and evaluation services for children with special needs,",4,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,3500,0,0,0,3500,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,298,KOICA,11000,1,10,110,C01,"Feasibility study, Investigation of planning, and Follow-up project(Africa)",99810:100,AFRICA UNSPECIFIED,"Feasibility study, Investigation of planning, and Follow-up project(AFRICA)",17.14; 17.15,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,6843,6843,0,0,0,0,6843,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,798,KOICA,11000,1,10,110,C01,"Feasibility study, Investigation of planning, and Follow-up project(Asia)",99810:100,ASIA UNSPECIFIED,"Feasibility study, Investigation of planning, and Follow-up project(Asia)",17.14; 17.15,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,11390,11390,0,0,0,0,11390,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,998,KOICA,11000,1,10,110,C01,"Feasibility study, Investigation of planning, and Follow-up project(Civil Society Cooperation Program)",99810:100,UNALLOCATED,"Feasibility study, Investigation of planning, and Follow-up project(Civil Society Cooperation Program)",17.14; 17.15,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,1757,1757,0,0,0,0,1757,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,738,Public-Private Partnership (PPP),31000,1,10,110,C01,The capacity building and innovative business development program for innovators in developing countries : King Sejong and Jang Yeong-Sil Prize,25010:100,FAR EAST ASIA,The capacity building and innovative business development program for innovators in developing countries with focus on plastic wate issue. Top-tier participants are given rewards with which they need to execute their ideas and report their final progress.,14.1,0,0,0,0,0,,,0,0,0,0,0,,,1,,302,223,211,0,0,223,0,0,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,589,KOICA,11000,1,10,110,C01,"Feasibility study, Investigation of planning, and Follow-up project(Middle East)",99810:100,MIDDLE EAST ASIA,"Feasibility study, Investigation of planning, and Follow-up project(Asia regional)",17.14; 17.15,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,1512,1512,0,0,0,0,1512,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,8,498,KOICA,11000,1,10,110,C01,"Feasibility study, Investigation of planning, and Follow-up project(America)",99810:100,AMERICA UNSPECIFIED,"Feasibility study, Investigation of planning, and Follow-up project(America, Regional)",17.14; 17.15,0,0,0,0,0,,,0,0,0,0,0,1,,,,302,3555,3555,0,0,0,0,3555,0,,,0,0,0,0,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,745,Public-Private Partnership (PPP),31000,1,10,110,C01,Laos Youth Union IT Center Sustainable Operation and employment support programs,11330:100,FAR EAST ASIA,"Strengthen IT Center training function and strengthen lecturer capacity, Multimedia studio utilization &#38; contents production activation support, Employment support program of IT Center, Support to improve information access for vulnerable social group or BOP",4.4,0,0,0,0,0,,,0,0,0,0,0,,,1,,302,318,215,0,0,318,0,0,0,,,0,0.01,403.07,0.001,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,769,Public-Private Partnership (PPP),31000,1,10,110,C01,Project of Capacity Enhancement and Mutually Beneficial Development in Vietnamese Distribution Service Industry (2nd Phase),11330:100,FAR EAST ASIA,Public-Private Partnership project to enhance a value chain of distribution service industry in Vietnam,8.5,0,0,0,0,0,,,0,0,0,0,0,,,1,,302,1168,84,0,0,1168,0,0,0,,,0,0.01,834.21,0.001,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,238,Public-Private Partnership (PPP),31000,1,10,110,C01,Smart Solution Solar Hope Camp Model for Health Post Modernization and rural development in Ethiopia,12191:100,SOUTH OF SAHARA,1. Establishment of adequate infrastructure of Smart Solar Health Post 2. Capacity Building utilitzing in-complex multi-education center 3. Pilot community-based business for sustainable management of health post,3.4,0,0,0,0,0,,,0,0,0,0,0,,,1,,302,792,323,0,0,792,0,0,0,,,0,0.01,675.353,0.001,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
2019,742,4,1,765,Public-Private Partnership (PPP),31000,1,10,110,C01,The Project for the expansion of employment opportunities through training of international qualified welder,11330:100,FAR EAST ASIA,1. Establishment of welding education infrastructure 2. Establishment of Welding Education Service System and Development of Welding Training &#38; Certification Program 3. Operation for international qualified welder training course and Management of Recruiting,8.5,1,0,0,0,0,,,0,0,0,0,0,,,1,,302,772,516,0,0,772,0,0,0,,,0,0.01,551.267,0.001,,,0,,,,0,0,0,0,0,0,한국국제협력단(KOICA)
