분류,자치구,공연/행사명,날짜/시간,장소,기관명,이용대상,이용요금,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,경도(X좌표),위도(Y좌표),유무료,문화포털상세URL
국악,종로구,2023 실내악축제 [페스티벌 앙상블Ⅱ],2023-08-27~2023-08-27,서울돈화문국악당 공연장,서울돈화문국악당,전체관람가,"전석 20,000원",,,,https://sdtt.or.kr/user/program/2023/8/1378,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2b1112a16f7a4c40a883f5ce7dfdf8b3&thumb=Y,2023.7.12,기관,2023.8.27 0:00,2023.8.27 0:00,기타,37.57725028,126.9907307,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142393&menuNo=200008
교육/체험,은평구,[은평문화재단] 2023 은평 로컬아키비스트,2023-08-26~2023-10-14,"구산동도서관마을, 내를건너서숲으로도서관 등 은평구 일원 ",은평문화재단,분야별 아카이빙 실습 참여 가능한 사람 ,전시 재료비 별도,,,,https://www.efac.or.kr/sub06/sub01.php?type=view&uid=3537,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8dd35a44fd9346e7b6ceb4580d5a59f2&thumb=Y,2023.7.20,기관,2023.8.26 0:00,2023.10.14 0:00,기타,37.60951019,126.9130879,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142485&menuNo=200011
클래식,종로구,[반지의 제왕: 반지원정대] in Concert,2023-08-26~2023-08-27,세종대극장,세종문화회관,만 12세 이상,"VIP석 165,000원 / R석 143,000원 / S석 121,000원 / A석 99,000원 / B석 66,000원 / C석 44,000원 ",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34082&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=96a9b670e16e4adaa5b2995c27b3d165&thumb=Y,2023.6.27,기관,2023.8.26 0:00,2023.8.27 0:00,기타,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142151&menuNo=200008
교육/체험,,2023 하남문화재단 뮤지컬 캠프 [Catch Your Dream],2023-08-26~2023-08-27,"하남문화예술회관 소극장, 전시장 등 ",기타,청소년(만13세~18세) ,,"배우 정영주, 남경주, 가수 유태양, 최종윤 교수 등  ",,,https://www.hnart.or.kr/artcenter/selectBbsNttView.do?key=191&bbsNo=23&nttNo=5565&searchCtgry=&searchCnd=all&searchKrwd=&pageIndex=1&integrDeptCode=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=78b02e4b6f974d9dbec54a44333c8263&thumb=Y,2023.8.9,기관,2023.8.26 0:00,2023.8.27 0:00,어린이/청소년 문화행사,37.54475416,127.2068381,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142737&menuNo=200011
무용,강북구,(가제)덤덤_주인이자 노예인 바보들,2023-08-26~2023-08-27,꿈의숲 퍼포먼스홀,세종문화회관,만 12세 이상,"전석 10,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34388&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b94ff70dd7444c1bb1da1ad2495deb3f&thumb=Y,2023.8.3,기관,2023.8.26 0:00,2023.8.27 0:00,기타,37.621716,127.03828,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142655&menuNo=200008
클래식,서초구,해설이 있는 피아노 교수음악회 [러시아 태생의 동시대 작곡가들],2023-08-26~2023-08-26,서초문화재단 반포심산아트홀,서초문화재단,8세 이상,"전석 1만원(서초구민 60%/ 서초문화재단 홈페이지 회원, 학생, 경로 50%)",안미현 교수,,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=573,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=97031f1a376e40c4bc352351124ed61c&thumb=Y,2023.7.12,기관,2023.8.26 0:00,2023.8.26 0:00,,37.49883446,126.9912425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142378&menuNo=200008
콘서트,마포구,［서울마포음악창작소］2023 M 인디열전 #3 다양성 [우리들의 소중한 시간],2023-08-26~2023-08-26,서울마포음악창작소,마포문화재단,8세이상관람가[미취학아동입장불가],무료 사전신청 (seoulindieplatform@naver.com),,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2242&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=19b48892279a491a9af6501330042e4b&thumb=Y,2023.8.9,기관,2023.8.26 0:00,2023.8.26 0:00,,37.55506905,126.9575349,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142746&menuNo=200008
교육/체험,종로구,"[문화가 있는 날] 덩덩 덩더쿵 우리소리_범, 놀아보자 한판 ",2023-08-26~2023-08-26,우리소리도서관 4층 국악누리방,종로문화재단,"어린이, 성인",,,,,https://www.jfac.or.kr/site/main/program/educ_season_list_view?pgIdx=2085,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8e109df5cd9444ea9f4ff0b54e2266a1&thumb=Y,2023.8.9,기관,2023.8.26 0:00,2023.8.26 0:00,문화가 있는 날,37.57448239,126.9902329,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142739&menuNo=200011
클래식,서초구,[클래식다방] 음악플러스아트홀 '색소폰의 A to Z',2023-08-26~2023-08-26,음악플러스아트홀,서초문화재단,전체관람가,전석 1만원 / 서초구민 50% 할인,,,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=603,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=703722a7c42e44c7b24f0bf860cd8cd7&thumb=Y,2023.8.4,기관,2023.8.26 0:00,2023.8.26 0:00,기타,37.48319029,127.0107176,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142681&menuNo=200008
콘서트,광진구,도심 속에서 즐기는 음악 소풍! [피크닉 인 나루],2023-08-26~2023-08-26,서울어린이대공원 숲속의무대,광진문화재단,전체 연령 관람,,,,,https://www.naruart.or.kr/bbs/board.php?bo_table=performance&wr_id=839&page=3,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f6e289b4fb9e4e36ae7f3ce19dd58019&thumb=Y,2023.8.3,기관,2023.8.26 0:00,2023.8.26 0:00,문화가 있는 날,37.54885118,127.0799839,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142662&menuNo=200008
클래식,종로구,화음챔버오케스트라 청소년 음악회,2023-08-26~2023-08-26,세종체임버홀,세종문화회관,7세이상 (2016년 12월 31일 출생자까지),"일반석 30,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34379&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c60778b0ff5a45afa5f53cca9201ce7c&thumb=Y,2023.8.3,기관,2023.8.26 0:00,2023.8.26 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142656&menuNo=200008
클래식,강북구,Summer Jazz Trip,2023-08-26~2023-08-26,꿈의숲 콘서트홀,세종문화회관,만 12세이상 관람가능,"VIP석 20,000원 / R석 15,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34217&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6503d78b712b48c6890e0de6246d7e6b&thumb=Y,2023.8.3,기관,2023.8.26 0:00,2023.8.26 0:00,,37.62025446,127.0443247,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142654&menuNo=200008
콘서트,마포구,Summer Jazzbreak 2023 [재즈 속으로 떠나는 여름 음악 여행],2023-08-26~2023-08-26,마포아트센터 아트홀 맥,기타,8세 이상,"VIP석 77,000원 / R석 66,000원 / S석 55,000원",카즈미 타테이시 트리오(Kazumi Tateishi Trio) │ 젠틀레인(Gentle Rain) │ 치히로 야마자키+루트14 밴드(Chihiro Yamazaki+ROUTE14 Band),한국과 일본을 대표하는 재즈 뮤지션들이 참가하는 재즈 속으로 떠나는 여름 음악 여행,,https://tickets.interpark.com/goods/23007193,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=257ac21302244ac8bfba56d353b065bf&thumb=Y,2023.5.31,시민,2023.8.26 0:00,2023.8.26 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141860&menuNo=200008
뮤지컬/오페라,성동구,샌드아트와 해설이 있는 가족 오페라 [신데렐라의 모래 이야기],2023-08-26~2023-08-26,소월아트홀,성동문화재단,36개월 이상 관람가,"전석 30,000원",,,,https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=896&page=1&p_kind=&s_idx=&s_keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dd894b231e934e67b3a27315a761e966&thumb=Y,2023.7.31,기관,2023.8.26 0:00,2023.8.26 0:00,기타,37.5593204,127.036016,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142597&menuNo=200008
교육/체험,강북구,"[삼각산아트랩 전시연계] 우리 집, 청사진 만들기",2023-08-26~2023-08-26,삼각산시민청 2동 워크숍룸1,삼각산시민청,시민 누구나,,,,,https://sg.seoulcitizenshall.kr/?r=sg&m=reserve&cate=%EC%A0%84%EC%B2%B4&catesub=&mod=view&p=1&uid=1641&catepro=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=80f15272e1b5404498963bd2392ad548&thumb=Y,2023.7.21,기관,2023.8.26 0:00,2023.8.26 0:00,기타,37.65615469,127.0130917,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142492&menuNo=200011
교육/체험,도봉구,2023 함석헌기념관 [씨알의 감성 채움터 8월],2023-08-26~2023-08-26,함석헌기념관,도봉문화재단,초등학교 고학년(4~6학년) 선착순 10명 ,,,,,http://hamsokhon.dobong.go.kr/board/board_list?code=notice,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7765e45af61e4238995a99d70ffac438&thumb=Y,2023.7.6,기관,2023.8.26 0:00,2023.8.26 0:00,기타,37.65296162,127.0347964,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142311&menuNo=200011
축제-문화/예술,광진구,축제 [피크닉 인 나루],2023-08-26~2023-08-26,어린이대공원 능동숲속의무대,광진문화재단,시민 누구나,,,,,https://www.naruart.or.kr/bbs/board.php?bo_table=performance&wr_id=839&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d5134815ad0d41c1acbdf3899f0d8858&thumb=Y,2023.5.18,기관,2023.8.26 0:00,2023.8.26 0:00,문화가 있는 날,37.54885118,127.0799839,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141765&menuNo=200010
무용,종로구,앰비규어스 댄스컴퍼니 [클럽앰비guous Dance Company / Club Ambi규어스 댄스 컴퍼니],2023-08-25~2023-08-26,광화문 광장,세종문화회관,성인(2004년생) 이상 입장 권장,"전석 무료, 스탠딩 공연 (일부 객석 사전관람신청)",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34352&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=37405ae1dcbc4f57aa3c7216db3cab81&thumb=Y,2023.8.3,기관,2023.8.25 0:00,2023.8.26 0:00,문화가 있는 날,37.57184786,126.9761683,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142652&menuNo=200008
클래식,종로구,유럽의 중심에서 실내악을 노래하다,2023-08-25~2023-08-25,세종체임버홀,세종문화회관,취학아동부터 입장 가능,"전석 10,000원",,<html><head></head><body spellcheck=,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34336&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a5ff257764d549329d4168ca5e40418e&thumb=Y,2023.8.2,기관,2023.8.25 0:00,2023.8.25 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142636&menuNo=200008
무용,강동구,8월 한밤의 공연 산책 [해설이 있는 발레],2023-08-25~2023-08-25,강동아트센터 소극장 드림,강동문화재단,36개월 이상 관람가,"전석 20,000원",,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1969&cpage=1&rows=999&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ca9815de4c5145bdac7ce8bef2c3e253&thumb=Y,2023.7.31,기관,2023.8.25 0:00,2023.8.25 0:00,기타,37.551449,127.157598,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142595&menuNo=200008
국악,종로구,2023 실내악축제 [페스티벌 앙상블Ⅰ],2023-08-25~2023-08-25,서울돈화문국악당 공연장,서울돈화문국악당,전체관람가,"전석 20,000원",,,,https://sdtt.or.kr/user/program/2023/8/1377,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bf70256e968b4a2a9c624785e4b84b3e&thumb=Y,2023.7.12,기관,2023.8.25 0:00,2023.8.25 0:00,기타,37.57725028,126.9907307,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142392&menuNo=200008
전시/미술,종로구,"라스트 제너레이션에게, 김용익",2023-08-24~2023-11-19,서울시립 미술아카이브,서울시립미술관,누구나,,,,,https://sema.seoul.go.kr/kr/whatson/exhibition/detail?exNo=1205862,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=635aa6b87e8248eeb65b52e5229840f4&thumb=Y,2023.8.2,기관,2023.8.24 0:00,2023.11.19 0:00,,37.60802938,126.9721142,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142621&menuNo=200009
콘서트,종로구,[싱크넥스트23] 궁리소 묻다의 우주 양자 마음,2023-08-24~2023-08-27,세종S씨어터,세종문화회관,만 7세(2016년 생) 이상,"일반석 (전석 비지정 자유석) 25,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34102&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cb1ee96a27a1431e8c4cfb5d4dce8fd2&thumb=Y,2023.7.10,기관,2023.8.24 0:00,2023.8.27 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142351&menuNo=200008
클래식,강북구,박슬기 & 김재민 듀오콘서트,2023-08-24~2023-08-24,꿈의숲 콘서트홀,세종문화회관,초등학생이상 관람가,"전석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34373&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4835aecdcf134f2e87532d97bfd11dd5&thumb=Y,2023.8.2,기관,2023.8.24 0:00,2023.8.24 0:00,,37.62025446,127.0443247,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142633&menuNo=200008
콘서트,서초구,SSUM 타는 콘서트 [한여름밤 신나는 재즈 여행],2023-08-24~2023-08-24,서초문화재단 반포심산아트홀,서초문화재단,8세 이상,"전석 1만원(서초구민 60%/ 서초문화재단 홈페이지 회원, 학생, 경로 50%)","플롯&팀발레스 이규재, 트럼펫 조정현, 베이스 김봉관, 드럼&퍼커션 조재범, 피아노 이미영",이규재 센시티브 액티비티는 정교한 라틴리듬과 재즈에서의 스윙연주가 골고루 함께 실연되고 있는 최정상급 연주팀이다. 보통 우리에게 플롯과 팀발레스라는 악기가 재즈와 잘 어울릴까라는 의문을 가지고 있는데에 반해 이규재만의 독특한 연주로 많은 대중들에게 신선하고 파격적인 퍼포먼스를 보여준다. 2023년 여름! 이들의 화려하면서 아름답고 사무치는 재즈그루브를 느껴보자!,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=600,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2ca89512cc1c42639474cfb127a99282&thumb=Y,2023.7.26,기관,2023.8.24 0:00,2023.8.24 0:00,,37.49883446,126.9912425,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142535&menuNo=200008
교육/체험,마포구,[8월/길위의인문학] (민운기) 골목의 변화 ; '좌충우돌' 배다리마을 지키고 가꾸기 활동 / 골목인문,2023-08-24~2023-08-24,마포구립서강도서관 3층 세미나실,마포구청,성인,없음,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=7267,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5896927e59d64ad480091c90d4f6dda8&thumb=Y,2023.8.9,기관,2023.8.24 0:00,2023.8.24 0:00,기타,37.5477397,126.9320894,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142740&menuNo=200011
교육/체험,송파구,[서울책보고 인문학강연8월] 말을 잘한다는 것(정연주 아나운서),2023-08-24~2023-08-24,서울책보고,서울책보고,관심있는 시민 누구나,,,,,https://seoulbookbogo.kr/front/index.php?g_page=event&m_page=event01&act=View&D_IDX=3863&ViewType=List,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f184f23ab219442ca6449c21b5a5feb8&thumb=Y,2023.8.3,기관,2023.8.24 0:00,2023.8.24 0:00,기타,37.5223926,127.102983,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142647&menuNo=200011
콘서트,강남구,"제965회 목요예술무대 [다섯번째 파장, 웅산]",2023-08-24~2023-08-24,강남씨어터,강남문화재단,8세 이상 관람가,"전석 20,000원",웅산,,,https://www.gangnam.go.kr/office/gfac/board/gfac_perform09/list.do?mid=gfac_perform02,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=338b7f9282de4d50a530507813178d2b&thumb=Y,2023.7.10,기관,2023.8.24 0:00,2023.8.24 0:00,,37.49537321,127.0332838,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142359&menuNo=200008
클래식,종로구,제9회 ScenTrio 정기연주회,2023-08-24~2023-08-24,세종체임버홀,세종문화회관,7세 이상 (2016년 12월 31일 출생자까지),"전석 20,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34317&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=68be200d38654aafb177b75fe36b8b25&thumb=Y,2023.8.2,기관,2023.8.24 0:00,2023.8.24 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142631&menuNo=200008
교육/체험,도봉구,[도봉문화재단] 하반기 정기강좌 프로그램 [연극으로 만드는 나의 이야기],2023-08-23~2023-11-01,마을극장 흰고무신 2층 공연장,도봉문화재단,도봉구 내 성인 및 시니어,,,,,https://www.dbfac.or.kr/front/supportManageReq/supportManageView.do?miv_pageNo=&miv_pageSize=6&total_cnt=&LISTOP=&mode=V&seq=929&searchkey=NAME&search_gb=&gubun=05&search_gb2=All&gubun2=&searchType=title&searchtxt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=21c2890e056d436c9a9cb5e58db7da94&thumb=Y,2023.8.4,기관,2023.8.23 0:00,2023.11.1 0:00,기타,37.66812722,127.0315428,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142691&menuNo=200011
연극,중랑구,"[도서관 상주작가 지원사업] 낭랑60세, 함세덕과 극적 상봉",2023-08-23~2023-09-20,중랑상봉도서관,중랑문화재단,60세 이상 신중년,,,,,https://www.jungnanglib.seoul.kr/sblib/index.php?g_page=event&m_page=event02&libCho=MG&page=1&bb_code=16672&view=read&wd=99,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1bf999b8661741799bb9cfe095de6997&thumb=Y,2023.7.3,기관,2023.8.23 0:00,2023.9.20 0:00,어르신 문화행사,37.59289195,127.0808518,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142237&menuNo=200008
교육/체험,은평구,[구산동도서관마을] 은평구민과 함께하는 역사강좌 '인문학 사랑방',2023-08-23~2023-09-06,구산동도서관마을 3층 힐링캠프,기타,청소년 및 성인,,,,,https://www.gsvlib.or.kr/culture/event.asp?mode=view&lecture_seq=621,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=91f9aec037a34674bdde332fd02446c8&thumb=Y,2023.7.28,기관,2023.8.23 0:00,2023.9.6 0:00,기타,37.60951019,126.9130879,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142585&menuNo=200011
영화,구로구,[서울아트책보고] 수요영화살롱 8월,2023-08-23~2023-08-23,서울아트책보고 해보고 워크샵룸,서울아트책보고,누구나(정원 20명),,,,,https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=5550&searchCultureTypeCd=ALL&searchOperStatusCd=ALL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=fb464329c530442ba1f245409efeda00&thumb=Y,2023.8.4,기관,2023.8.23 0:00,2023.8.23 0:00,기타,37.49821257,126.8670887,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142668&menuNo=200013
국악,종로구,2023 실내악축제 [경기가야금앙상블],2023-08-23~2023-08-23,서울돈화문국악당 공연장,서울돈화문국악당,전체관람가,"전석 20,000원",,,,https://sdtt.or.kr/user/program/2023/8/1376,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f9f14e8ea3054d8583798d20696f6258&thumb=Y,2023.7.12,기관,2023.8.23 0:00,2023.8.23 0:00,기타,37.57725028,126.9907307,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142391&menuNo=200008
클래식,종로구,작곡가 이안삼 3주기 추모 제3회 이안삼 가곡제,2023-08-23~2023-08-23,세종체임버홀,세종문화회관,초등학생 이상 관람,"전석 40,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34346&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=29affcde93f5467eac5d67263ed6afc5&thumb=Y,2023.8.2,기관,2023.8.23 0:00,2023.8.23 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142629&menuNo=200008
콘서트,금천구,[너나나시리즈] The Moment,2023-08-23~2023-08-23,금나래아트홀,금천문화재단,13세이상,"전석 20,000원",,,,https://gcfac.or.kr/board/perforNoticeDetail?notice_gb=&board_seq=8176&gcfac_menu_cd=U0016&currRow=1&scType=all&srch_input=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3d4eaed0d7964cd58928d8e6c54b68eb&thumb=Y,2023.7.19,기관,2023.8.23 0:00,2023.8.23 0:00,기타,37.45715585,126.8967629,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142471&menuNo=200008
클래식,마포구,2023 M 소나타 시리즈 윤홍천 피아노 리사이틀,2023-08-23~2023-08-23,마포아트센터 아트홀맥,마포문화재단,8세이상관람가[미취학아동입장불가]," VIP석 55,000원, R석 44,000원, S석 33,000원",,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2194&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d5844ec6ef7648c18b53d26e8b624f28&thumb=Y,2023.5.9,기관,2023.8.23 0:00,2023.8.23 0:00,기타,37.54990609,126.9455338,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=141625&menuNo=200008
교육/체험,종로구,[트렌드 특강] 무장애 관광 : 모두가 꿈꾸는 여행,2023-08-23~2023-08-23,서울관광플라자 4층 다목적홀,기타,관광업 종사자 및 예비종사자,,,,,https://www.sto-academy.com/service-page/8-23-%ED%8A%B8%EB%A0%8C%EB%93%9C-%ED%8A%B9%EA%B0%95-%EB%AC%B4%EC%9E%A5%EC%95%A0-%EA%B4%80%EA%B4%91-%EB%AA%A8%EB%91%90%EA%B0%80-%EA%BF%88%EA%BE%B8%EB%8A%94-%EC%97%AC%ED%96%89?category=739f411f-30d8-46ee-b4f7-a3a08d4a8a2e&referral=service_list_widget,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d63375d28b4c4bf793687fde1878f561&thumb=Y,2023.7.27,기관,2023.8.23 0:00,2023.8.23 0:00,기타,37.56863139,126.9871504,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142557&menuNo=200011
교육/체험,노원구,[북서울미술관] 2023 도슨트 양성교육,2023-08-22~2023-10-10,서울시립 북서울미술관 B1 다목적홀,서울시립미술관,25세 이상 성인,,,,,https://sema.seoul.go.kr/kr/whatson/education/detail?acadmyEeNo=1197111,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bc7813180825487fbebd0d2a56979ae2&thumb=Y,2023.7.5,기관,2023.8.22 0:00,2023.10.10 0:00,기타,37.64066045,127.0668656,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142278&menuNo=200011
클래식,종로구,허자현 피아노 독주회,2023-08-22~2023-08-22,세종체임버홀,세종문화회관,만7세이상 (미취학아동입장불가),"전석 30,000원",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=34368&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e4b2319df81b4107a1727e0cffd6ab61&thumb=Y,2023.8.2,기관,2023.8.22 0:00,2023.8.22 0:00,,37.5726241,126.9760053,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142624&menuNo=200008
교육/체험,관악구,[기술 입은 문화예술교육] 관악!아트랩 203 AI와 함께하는 별별무브 시즌3,2023-08-21~2023-11-01,싱글벙글교육센터(관악구 남부순환로234길 73),관악문화재단,"아동(초등학생 5?6학년), 청소년(중?고등학생 재학생 및 해당 연령대 누구나),  청년(만 19세이상~ 39세이하 1983.7.18일 기준)",,,,,https://www.gfac.or.kr/html/notify/notify1_view.html?pk=1689561799722-1d90bcc5-b884-4b48-ac1f-596c695b9253,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8a4cde44546c41fd8f326d303cb10afb&thumb=Y,2023.7.20,기관,2023.8.21 0:00,2023.11.1 0:00,어린이/청소년 문화행사,37.47609625,126.9562881,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142489&menuNo=200011
교육/체험,종로구,[종로 아이들극장] 우리들의 오브제 놀이터 2기,2023-08-21~2023-09-23,종로 아이들극장,종로문화재단,초등학교 1~3학년(총 20명),,,,,https://www.jfac.or.kr/site/child/childProgram/view?pgIdx=279&pgCatCode=40,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1a0588d4d1454df4a5783210e3bc78be&thumb=Y,2023.7.28,기관,2023.8.21 0:00,2023.9.23 0:00,어린이/청소년 문화행사,37.59046055,126.9987986,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=142577&menuNo=200011
