국가명,지역,사무소,구분,분야,제목,본문1,본문2,본문3,제목_현지공용어,본문1_현지공용어,본문2_현지공용어,본문3_현지공용어,출처,링크,날짜
나이지리아,서아프리카,나이지리아,수원국,농촌개발,"코코아, 참깨, 캐슈넛이 나이지리아 농산물 수출상위품 ","나이지리아의 농업 수출은 2021년 5,049억 나이라로 전년도 3,215억 나이라 비해 57.02% 급증했으며, 이는 역대 최대 농업 수출 수입이기도 하다.",그러나 나이지리아는 같은 해에 1조 9천 7백억 나이라 달하는 농산물을 수입하여 1조 4천 6백억 나이라의 적자를 냈다. 이것은 나이지리아 농업 부문에 상당한 개입과 투자가 이루어졌음에도 불구하고 일어난 일이다.,"나이지리아는 2021년에 가장 높은 농업 무역 적자를 기록했고, 나이지리아의 수입 어음이 20조 8000억  나이라으로 급증하면서 재검토 해에 1조 9400억 나이라의 마이너스 균형을 촉발했다. 이는 농업 무역 적자가 나이지리아 무역 불균형의 74.3%를 차지한다는 것을 의미한다.","Cocoa, sesame seed, cashew nut tops Nigeria’s agric export","Nigeria’s agricultural export surged by 57.02% to N504.9 billion in 2021 compared to N321.5 billion recorded in the previous year, which is also the highest agro-export income on record.","However, Nigeria imported agro-food items valued at N1.97 trillion in the same year, resulting in a deficit of N1.46 trillion. This is despite significant interventions and investments channelled into the Nigerian agricultural sector.","Nigeria recorded its highest agricultural trade deficit in 2021, triggering a N1.94 trillion negative balance in the review year as Nigeria’s import bill surged to N20.8 trillion as against an export value of N18.9 trillion. This means that Agriculture trade deficit accounts for 74.3% of Nigeria’s trade imbalance.",Nairametrics,https://nairametrics.com/2022/05/09/cocoa-sesame-seed-cashew-nut-tops-nigerias-agric-export/,2022-05-10
나이지리아,서아프리카,나이지리아,수원국,교육,"나이지리아의 교육 분야 위기와 망가진 미래, 다쿠쿠 페테르사이드","현재 세대의 나이지리아 사람들이 교육을 소홀히 하는 경향이 있는데, 이는 여러  면에서 미래의 번영을 위태롭게 할 것이다. 하지만 정말로 신경 쓰는 사람이 있나요 오늘날 젊은이들을 교육을 받는가 하는 것이 나이지리아가 미래로 나아가 많은 발전을 이루느냐를 결정할 것이다. 교육의 부재은 우리 사회의 미래가 불확실성과 암울한 미래를 보여주는 것은 명백하다.","나이지리아는 안보, 인적 역량 개발 및 경제 성장에 관한 정점에 있다. 그러나, 한 국가로서 우리가 직면하고 있는 가장 큰 도전은 오늘날의 도전에 관한 것이 아니라 아프리카의 가장 큰 경제와 가장 인구가 많은 아프리카 국가를 정면으로 휘젓고 있는 암울한 미래이다. 2023년 총선을 넘어서는 우리 지도자들의 의도적인 무감각과  무관심이 미래를 지키고 회복할 수 있는 희망을 주는 한 부문 파괴를 보게 된다. 그것은 교육 분야이다.","지난 달, 나이지리아의 교육 부문 위기는 더욱 뚜렷해졌다. 14일부터 파업에 돌입한 대학학술교직원노동조합(ASUU)은 이를 3개월 연장했다. 폴리테크닉 강사 연합인 ASUP이 파업 투쟁에 돌입했다. 소코토 주와 잠파라 주에서는 WAEC 시험을 위한 공립학교 등록이 전혀 없으며, 일부 남동부 주에서는 비아프라 원주민(IPOB)의 농성 명령으로 UMTE 시험에 참여할 수 없다.  우리 정책입안자들이 오늘날 교육분야의 엄청난 부패와 태만을 우리의 암울한 미래와 연결시키지 못하는 것이 바로 불안이다.","Nigeria’s education sector crisis and a future ruined, By Dakuku Peterside","Neglecting the education of the present generation of Nigerians would, in many ways, endanger the prosperity of the future. But does anybody actually care Educating young people today will determine how much progress we make as a country, going into the future. It is evident that with the neglect or near-total collapse of education in Nigeria, the future of our society is uncertain or may be gloomy.","Nigeria is at a tipping point regarding security, human capacity development and economic growth. However, the biggest challenge we face as a country is not about the challenges of today but a bleak future stirring Africa’s biggest economy and the most populous black nation in the face. Looking beyond the 2023 general elections, one sees our leaders’ deliberate insensitivity and indifference at various levels to the destruction of one sector that offers us hope to safeguard and recover the future. That is the educational sector.","In the last month, Nigeria’s education sector crisis has become more evident. The Academic Staff Union of Universities (ASUU), which has been on strike since February 14, has extended this by three months. ASUP, the Union of Polytechnic lecturers, has commenced a strike action. There is zero public school registration for the WAEC examination in Sokoto and Zamfara States, and some candidates in some South-East States cannot participate in the UMTE examinations due to the sit-at-home orders of the Indigenous People of Biafra (IPOB). There are other horrendous developments in the education sector. What is freighting is the inability of our policymakers to connect the monumental rot and negligence of the education sector today to our bleak future.",premium times,https://www.premiumtimesng.com/opinion/530117-nigerias-education-sector-crisis-and-a-future-ruined-by-dakuku-peterside.html,2022-05-16
나이지리아,서아프리카,나이지리아,수원국,교통,"라고스 정부, 전국 운송 기술 회의 개최",라고스 주 정부는 2022년 6월 7일부터 6월 8일까지 에코 호텔 앤 스위트(Eko Hotels and Suites)에서 열릴 예정인 전국운송기술회의 및 전시회를 주최할 계획을 발표했다.,프레데릭 올라딘드 교통국장은 오늘 이케자 알라우사의 바가우다 칼토 프레스센터에서 열린 언론 브리핑에서 이같이 밝혔습니다. 그는 나이지리아 교통위원회 포럼이 연방교통부 주관으로 이틀간 개최하는 이번 행사에는 세계 모범사례에 맞춰 교통기술과 투자기회가 마련될 것이라고 말했다.,"그는 나이지리아 교통 공간에서  새로운 추세를 반영하고 구현하기 위해 도로, 철도, 물 및 항공 운송 분야의 주요 의사 결정자, 전문가 및 운영자가 참석하여 스마트 교통 인프라의 현재 및 신흥 동향에 대해 논의할 것이라고 단언했다.",Lagos Govt To Host National Transport Technology Conference,The Lagos State Government has announced its plan to host the maiden edition of the  NTTCE scheduled to hold between 7th and 8th June 2022 at Eko Hotels and Suites.,"The Commissioner for Transportation, Dr. Frederic Oladeinde disclosed this today at a Media Briefing held at Bagauda Kaltho Press Centre, Alausa, Ikeja. He said the two-day event organized by the Nigeria Transport Commissioners Forum under the aegis of the Federal Ministry of Transportation will feature transport technology and investment opportunities in line with world best practices.","He affirmed that key decision-makers, experts, and operators in the road, rail, water, and air transport sectors will be in attendance to discuss the current and emerging trends in the smart transportation infrastructure in order to adopt and implement these emerging trends in the Nigerian transportation space.",channelstv,channelstv.com/2022/05/16/lagos-govt-to-host-national-transport-technology-conference/,2022-05-16
나이지리아,서아프리카,나이지리아,수원국,교통,"나이지리아, 르완다, 시에라리온, 아프리카의 항공 운송 안전을 개선하기 위해 협력","나이지리아는 시에라리온, 르완다와 아프리카 민간 항공의 안전성과 보안을 강화하기 위한 기술 지원을 통해 협력하기로 양해각서(MoUs)를 체결했다.",양해각서(MoUs)는 나이지리아 민항국(NCAA)의 무사 누후 사무총장과 두 나라 대표가 어제 CAA와 함께 주최한 아프리카-오션 제7차 아프리카-인도양(AFI) 항공 주간 2022 개막식에서 서명했다. 전반적인 목표는 안전 등급이 크게 개선된 세계 다른 지역의 표준과 일치하도록 대륙의 항공 안전을 지속하고 개선하는 것이었다.,"항공부 장관은 항공이 경제의 성장, 개발 및 건전성을 촉진하고 긍정적인 요소로서 이 분야를 더욱 발전시키기 위해 다른 국가들과 파트너십을 맺도록 국가에 통보했다고 말했다.","Nigeria, Rwanda, Sierra Leone Collaborate to Improve Africa’s Air Transport Safety",Nigeria has signed Memorandums of Understanding (MoUs) with Sierra Leone and Rwanda to collaborate through technical support to enhance safer and security of civil aviation in Africa.,"The MoUs were signed by the Nigeria’s Director General, Nigeria Civil Aviation Authority (NCAA) Captain Musa Nuhu and representatives of the two countries at the opening ceremony of the African-Ocean 7th Africa-Indian Ocean (AFI) Aviation Week 2022 organised by ICAO in conjunction with the NCAA in Abuja, yesterday. The overall objective was to continue to sustain and improve air safety in the continent to match what obtains in other regions in the world that have significantly improved in their safety ratings.","The Aviation Minister stated that aviation being an enabler and positive factor for growth, development and robustness of the economy, informed the country to enter into partnerships with other countries to further develop the sector.",thisdaylive,thisdaylive.com/index.php/2022/05/17/nigeria-rwanda-sierra-leone-collaborate-to-improve-africas-air-transport-safety/,2022-05-17
나이지리아,서아프리카,나이지리아,국제기구,거버넌스평화,UN 글로벌콤팩트 나이지리아 지역 허브 개설,"유엔글로벌콤팩트 네트워크 나이지리아는 아프리카 개발을 위한 민간분야의 기업들의 적극적인 지원을 유치를 위해, 아프리카 전략과 아프리카 지역 거점을 출범시켰다. 유엔글로벌콤팩트는 코로나19 이후 시대의 기업들이 2021년부터 2023년까지 2년간의 전략 계획을 통해 지속 가능하고 포괄적인 미래를 위해 그들의 운영을 조정하기 위해 고안된 UN 프로그램이다.",유엔 주재 나이지리아 조정관인 마티아스 슈말레는 아부자에서 취임식 동안 무함마드 부하리 대통령 정권이 아프리카 대륙 무역에서 나이지리아의 주도적인 위치를 유지하기 위해 더 많은 일을 할 것을 촉구했다. 그에 따르면 나이지리아는  기업을 동원하는 데 있어 선두를 유지할 수 있다. ,"유엔-글로벌 콤팩트의 10가지 원칙은 중요하며 주요 성과 지표를 통해 직접적이고 간접적으로 SDG와 어느 정도 관계가 있다고 한다. ""그것은 나이지리아, 아프리카, 그리고 전 세계에서 우리의 협력과 국가 발전을 강화하는 경향이 있습니다. 우리는 또한 이 모든 것에 있어서 파트너십의 중요성과 각 이해 당사자들이 아프리카를 위한 유엔 글로벌 콤팩트 전략을 효과적으로 수행하기 위해 해야 할 역할을 인식하고 있습니다.""라고 Orelope-Adefulire는 말했다.",UN Global Compact inaugurates regional hub in Nigeria,"United Nations Global Compact Network Nigeria has inaugurated its two-year UN-Global Compact’s Africa Strategy and African Regional Hub to mobilise business for impact across the continent. The UN-Global Compact is a UN programme, designed to support companies in post-COVID-19 era, to align their operations for a sustainable and inclusive future through a two-year strategic plan from 2021 to 2023.","Matthias Schmale, UN resident coordinator for Nigeria, during the inauguration in Abuja, urged President Muhammadu Buhari’s regime to do more to sustain Nigeria’s leading position in Africa’s continental trade. According to him, Nigeria can sustain its lead in mobilising businesses for impact. ","According to her, the 10 principles of the UN-Global Compact are critical and have some relationship with the SDGs directly, indirectly through key performance indicators. “It is apt to strengthen our collaboration and national development, both in Nigeria, Africa and the world at large. We have also recognised the importance of partnership in all of these and the role that each stakeholder must play, to effectively deliver on the UN Global Compact Strategy for Africa,” said Ms Orelope-Adefulire.",gazettengr,https://www.bbc.com/pidgin/tori-61296842,2022-05-20
나이지리아,서아프리카,나이지리아,공여국,과학기술혁신,"한국정부 1,300만 달러 디지털 거버넌스 사업 착수","나이지리아와 한국은 일반인들의 주민등번호 등록 증가를 목표로 하는 1,300만 달러 규모의 프로젝트를 시작했다.","한국국제협력단(KOICA)이 자금을 지원하는 이 사업은 국가전자정부기본계획의 핵심 시책의 추가 집행역량, 전자정부서비스 제공역량, 정부서비스포털 개발역량 등이 강화될 것으로 기대된다.","이사 알리 판타미 통신디지털경제부 장관은 나이지리아 전자정부 개발 1단계 사업은 2013년 KOICA의 지원을 받아 시작됐으며, 이를 안내하는 전자정부 마스터플랜(Master Plan)이 도입될 것이라고 설명했다.","Nigeria, Korea kickstart $13m digital governance initiative",Nigeria and Korea have flagged off a $13 million project aimed at increasing National Identity Number (NIN) enrolment for ordinary people. ,"The project, which will be funded by the Korean International Cooperation Agency (KOICA) is expected to enhance capacity for the further execution of key initiatives of the National E-government Master Plan, competencies for e-government service delivery and development of the Government Service Portal.","Minister of Communications and Digital Economy, Isa Ali Pantami, explained that the first phase of the project for e-government development in Nigeria commenced in 2013 with the support of KOICA, as part of bilateral cooperation between Nigeria and the Government of Republic of Korea, during which the E-Government Master Plan",Guardian,https://guardian.ng/news/nigeria-korea-kickstart-13m-digital-governance-initiative/,2022-05-20
나이지리아,서아프리카,나이지리아,수원국,농촌개발,GDP: 2022년 1분기 나이지리아의 농업 부문 3.16%의 성장 기록,나이지리아의 농업 부문은 2022년 1분기 실질 성장률이 3.16%(전년 동기 대비)로 전분기 대비 0.42%포인트 하락해 3.58%의 성장률을 기록했다.,"이 부문은 2022년 1분기 명목 기준 전년 동기 대비 11.55% 성장해 2021년 같은 분기보다 3.59%포인트 하락했고, 2022년 1분기 전체 GDP 대비 실질 기여도는 22.36%로 2021년 1분기(22.35%)보다 높고, 4분기(26.84%)보다 낮았다.",이는 미국 국가통계국(NBS)이 3일 발표한 2022년 1분기 국내총생산(GDP) 보고서에서 드러났다. 보고서는 나이지리아 국내총생산(GDP)이 2022년 1분기 실질 기준 3.11%(전년 동기 대비) 성장해 나이지리아 경제가 6분기 연속 플러스 성장을 기록했다고 밝혔다.,GDP: Nigeria’s agriculture sector records growth of 3.16% in Q1 2022,"Nigeria’s agriculture sector grew by 3.16% (year-on-year) in real terms in the first quarter of 2022, a decrease of 0.42% points from the preceding quarter which recorded a growth rate of 3.58%.","The sector grew by 11.55% year-on-year in nominal terms in Q1 2022, showing a fall of 3.59% points from the same quarter of 2021 and contributed 22.36% to overall GDP in real terms in Q1 2022, higher than the contribution in the first quarter of 2021 and lower than the fourth quarter of 2021 which stood at 22.35% and 26.84%.","This was disclosed in the Q1 2022 GDP report released by the National Bureau of Statistics (NBS) on Thursday. The report said that Nigeria’s Gross Domestic Product (GDP)  grew by 3.11% (year-on-year) in real terms in the first quarter of 2022, indicating the sixth consecutive quarter of positive growth by the Nigerian economy.",Nairametrics,https://nairametrics.com/2022/05/23/gdp-nigerias-agriculture-sector-records-growth-of-3-16-in-q1-2022/,2022-05-23
나이지리아,서아프리카,나이지리아,국제기구,농촌개발,아프리카 개발 은행은 나이지리아가 농업분야의 전자 지갑 시스템으로 돌아갈 수 있도록 지원,아프리카개발은행(AfDB)은 나이지리아가 농업생산을 활성화하기 위해 농민들에게 투입물 분배라는 전자지갑 시스템으로 돌아갈 수 있도록 돕겠다고 밝혔습니다. 아데시나는 가나 아크라에서 열리는 2022년 세계은행 연차총회에 앞서 기자들과 만난 자리에서 이 사실을 공개했다.,이 시스템은 아데시나가 나이지리아에서 농업부 장관이었을 때 처음 고안되었으며 중간상인을 배제하고 농부들에게 필요한 자금에 직접 접근할 수 있도록 도와주었다.,"그는 아프리카가 경작지의 65%를 보유하고 있으며 세계의 식량 공급원이 되어야 한다고 밝혔다. 그는 아프리카 연합과 함께 아프리카 비상 식량 생산 계획을 강조하면서, 세계은행이 당면한 과제에 대처하고 있다고 말했다.",AfDB to help Nigeria return to e-wallet system in agriculture,"The African Development Bank (AfDB) says it will help Nigeria return to the electronic wallet system of input distribution to farmers to boost agricultural production. Adesina disclosed this at a meeting with newsmen ahead of the Bank’s 2022 Annual Meetings in Accra, Ghana.",The system was initially designed by Adesina when he was Agriculture Minister in Nigeria and it helped cut out the middlemen and give farmers direct access to the funding required.,"He disclosed that Africa has 65% of arable land and should be a world provider of food. He said that the Bank was up to its challenges, highlighting Africa Emergency Food Production Plan with the African Union.",Nairametrics,https://nairametrics.com/2022/05/24/afdb-to-help-nigeria-return-to-e-wallet-system-in-agriculture/,2022-05-24
나이지리아,서아프리카,나이지리아,수원국,에너지,"나이지리아, 독일 그린 수소 에너지 파트너",나이지리아와 독일이 녹색수소(H2) 분야 협력을 대체 에너지로 육성하기 위해 심포지엄을 열었다. 이것은 화석 연료에서 더 깨끗한 에너지원으로의 전환에 대한 세계적인 관심에 서 시작되었다.,"독일 국제협력기구인 GIZ는 독일-네르기아 수소사무소와 함께  아부자에서 심포지엄을 주최했다. 전력부 장관 아부바카르 는 재생 가능 에너지로 전환하는 국가들에 대해  존경을 표했고, 그는 ""나이지리아는 신생 수소경제가 우리의 에너지 전환을 위해 창출할 수 있는 가능성을 탐구하는데 열심이며 우리는 독일과 알찬 대화를 구축하는 데 매우 관심이 있다""고 말했다.","올리버 렌첼러 독일 연방 외무부 기후외교·경제문제·기술국장은 ""우리의 파트너십의 새로운 장은 녹색수소에 관한 대화를 강화할 뿐만 아니라, 국가들 사이의 재생 가능 에너지 확대에 관한 경제 관계와 대화를 강화할 것""이라고 말했다.","Nigeria, Germany Partner On Green Hydrogen Energy",Nigeria and Germany have held a maiden symposium to foster their cooperation in the field of green hydrogen (H2) as an alternative energy. This is coming in the face of global focus on transition from fossil fuel to cleaner energy sources.,"At the symposium yesterday in Abuja organized by the German international cooperation agency, GIZ, through the German-Nigerian Hydrogen Office, the Minister of Power, Engr. Abubakar D. Aliyu, lauded the countries’ especially on renewable energy. He said: “Nigeria is keen on exploring the possibilities that the nascent (newly born) hydrogen economy could create for our energy transition and we are very interested in establishing a fruitful dialogue with Germany.","The Director General for Climate Diplomacy, Economic Affairs and Technology, Federal Foreign Office, Germany, Oliver Rentscheler said: “The new chapter in our partnership will not only enhance the dialogue on Green Hydrogen, but will also intensify the economic relations and dialogue on the expansion of renewable energies between the countries.”",dailytrust,https://dailytrust.com/nigeria-germany-partner-on-green-hydrogen-energy,2022-05-26
네팔,서남아태평양,네팔,수원국,인권,네팔-말레이시아 6월 내이주노동자를 위한 공동 실무위원회 개최예정,"네팔 노동고용사회보장부에 따르면, 네팔이 오는 6월 내 네팔-말레이시아 공동실무위원회 개최 예정임. 금번 말레이시아를 방문한 네팔대표단은 말레이시아대표단과의 회의에서 말레이시아 내 네팔인 이주노동자 대상 최저임금과 서비스, 기타 혜택을 확대할 것을 제안함.","네팔과 말레이시아는 2018년에 노동협약을 체결했으며, 본 협약으로 인해 네팔 젊은 인력이 말레이시아 노동시장의 니즈를 충족할 수 있도록 지원하여 네팔인들의 고용기회가 확대됨.  ",,Nepal-Malaysia Joint Working Committee meeting by June,"The Ministry of Labor, Employment and Social Security has said that Nepal will host the Nepal-Malaysia Joint Working Committee meeting within June this year. During the visit which took place at the invitation of Malaysia's Minister for Human Resources, Datuk Seri M Saravanan, the Nepali delegation held bilateral meetings with Malaysian Minister for Home Affairs HamzahZainudin and Minister Saravanan and proposed increasing the minimum remuneration, service and other perks and benefits for Nepali migrant workers in Malaysia.","The pact has provisions for increasing employment opportunities for Nepalis, making Nepali youths more skilled to cater to the needs of the Malaysian labor market, making arrangements for security guard related training in Nepal, making zero-cost principle effective for selection and induction of youths for foreign employment, among others. ",,Republica,"Nepal-Malaysia Joint Working Committee meeting by June - myRepublica - The New York Times Partner, Latest news of Nepal in English, Latest News Articles (nagariknetwork.com)",2022-05-03
네팔,서남아태평양,네팔,수원국,도시,Kathmandu 거리에 쓰레기 더미 여전,"Kathmandu시 Tinkune 지역에서 다가오는 선거를 위해 집집마다 다니며 유세를 하던 지역 지도자들은, 당선 후 도로변에 쌓인 쓰레기 더미를 처리하겠다는 약속을 지키지 않아 지역 주민들의 질타를 받고 있음. 도로변에 쌓인 쓰레기 더미는 Kathmandu 지역에서 흔한 풍경이 되었음. ",이렇게 도로에 쓰레기가 쌓이는 원인은 폐기물이 제대로 운반되고 있지 않기 때문임. 폐기물 운송 방해의 주요 원인은 Sisdole로 가는 길목인 Pasang Lhamu 고속도로의 구간 봉쇄임. 이에 지역 주민들은 다시 한번 폐자재를 나르는 차량을 막는 시위를 시작했음. 그들은 지난 7년 동안 고속도로의 손상된 구간을 보수할 것을 요구해왔음.,"Kathmandu 시는 폐기물을 Sisdole 쓰레기 매립지에 이송시킬 책임이 있음. 한 지역 주민은 ""정부는 우리에게 지난 몇년간 약속을 하고 지키지 않았지만 이제는 약속을 이행할 때이다""라고 말했음. ",Piles of garbage litter valley roads yet again,"A group of local leaders, who were canvasing door-to-door for the upcoming election at Tinkune area of Kathmandu, were lambasted by irate locals for their failure to take initiative in managing garbage accumulated on the road side. Piles of waste accumulated on roadsides inside the core urban areas of Kathmandu have become a common sight.",The main reason for obstruction of waste transportation is the blockade of Mudku-Tinpiple road section of Pasang Lhamu Highway on the way to Sisdole. Locals have once again started obstructing vehicles ferrying waste materials. They have been demanding that the damaged road section of the highway be upgraded for the last seven years.,"Kathmandu Metropolitan City has the responsibility of ferrying waste products to the Sisdole landfill site. ""All these years we have received assurances but this time we want action,"" Neupane said.",The Himalayan Times,https://thehimalayantimes.com/nepal/piles-of-garbage-litter-valley-roads-yet-againfbclid=IwAR2AUppMupHTIpXVkjUvc3TJpaVdfttWqaJU2iOXxFbaljrIV90wvD7Mfzg,2022-05-04
네팔,서남아태평양,네팔,수원국,거버넌스평화,내년 예산 정책 경제 부활과 성장에 집중,네팔 정부는 코로나19 범유행으로 타격을 입은 국가 경제가 생산성 성장을 통해 되살아나는 데 초점을 맞춰 2022/23 회계연도 예산을 준비하고 있음.,"재정부는 예산을 편성 중에 있으며, 수자원, 토지, 산림, 광산, 천연 및 농업 자원을 최대한 활용할 예정임. 또한 균형 잡힌 경제 발전을 위해 수출 촉진, 양질의 관광 서비스 확대, 전기에너지 개발을 예산 편성의 우선 과제로 선정함.","재정부 관계자는 이번 예산안 편성의 최우선 과제가 국가의 절대적, 다차원전 빈곤 상태를 벗어나 중진소득 국가로 발돋움 하는 것이라 밝힘. 정부 정책은 교육, 보건, 그리고 인프라 건설에 중점이 맞춰져 있음.   ","Budget for next fiscal year to focus on economic revival, growth","The government is preparing the budget for the Fiscal Year 2022/23, focusing on the revival of the country's economy hit hard by the COVID-19 pandemic through production and productivity growth.","The Ministry of Finance is in the process of formulating the budget, giving main priority to the maximum utilization of water, land, forest, mine, natural resources and agriculture, export promotion management and substitution, expansion of quality tourism services and the development of electric energy, for the balanced economic development.","An official at the Budget Division of the Ministry said that the priorities of the forthcoming budget include bringing programs supporting the country's graduation from the situation of absolute and multidimensional poverty to a middle-income country, the government's policy and program, the common minimum program of the incumbent government, strengthening of education and health sectors, and construction of physical infrastructure, among others.",Republica,https://myrepublica.nagariknetwork.com/news/budget-for-next-fiscal-year-to-focus-on-economic-revival-growth/,2022-05-06
네팔,서남아태평양,네팔,수원국,도시,Bagmati 주 올해 국가 GDP에 가장 큰 기여할 것으로 보여,연방 수도를 포함하고 있는 Bagmati 주는 올해 재정년도 국내총생산(GDP)에 3분의 1 이상되는 기여를 했음. ,"중앙통계국이 진행한 2078~79 BS 회계연도 지방 GDP에 대한 연구에 따르면, Bagmati 주는 국가 GDP에 36.9% 기여할 것으로 예상 됨. 지난 회계연도는 36.7%였음. "," 도소매 무역 부문이 소득 증가에 크게 기여한 것으로 보임. CBS는 Bagmati 주의 무역 부문 성장 이유를 도시화, 많은 인구, 국가 차원의 상거래 등 세가지로 꼽음.  ",Bagmati province likely to contribute highest to national GDP in current fiscal,Bagmati Province that also incorporates the federal capital of the country is estimated to have above one-third contribution to the gross domestic product (GDP) at the national level in the current fiscal year.,"According to a study about the provincial gross domestic products in the fiscal year 2078-79 BS conducted by the Central Bureau of Statistics (CBS), the province is expected to contribute 36.9 percent to the nation’s GDP. The figure was 36.7 percent last fiscal year. ","The contribution of wholesale and retail trade sector is seen more in Bagmati Province. The CBS has stated that the contribution of trade sector is found to be more in the Bagmati Province due to the growing urbanization, large population and the national-level big trade transactions. ",Khabarhub,https://english.khabarhub.com/2022/06/250456/,2022-05-06
네팔,서남아태평양,네팔,수원국,성평등,여성 위원으로만 구성된 선거소 운영,"네팔 Nawalparasi 지역에 있는 한 투표소 관리인원이 오직 여성으로 구성됨. Nawalparasi가 위치한 Nawalpur주 관계자는 해당 투표소의 모든 구성원이 여성이라고 밝힘. 또, 선거 당일 투표소를 관리하고 여론조사를 실시하는 모든 책임을 여성에게 부여하여 투표소를 여성 친화적으로 만들고자 했다고 밝힘.",,,A only-women managed voting center,"Only women employees have been entrusted with the responsibility of managing a voting center in Nawalparasi (Bardaghat-Susta East). Chief of the District Returning Office Nawalpur, Lal Prasad Sharma said all employees including polling officers designated at the voting center are women.","The entire responsibility of managing the voting center and conducting polls on election day has been given to women to make the voting center women-friendly and demonstrate the center as a model, Sharma added.",,Republica,https://myrepublica.nagariknetwork.com/news/a-only-women-managed-voting- center/,2022-05-11
네팔,서남아태평양,네팔,수원국,기후행동,네팔 당국 '올해 우기 대비를 위한 준비 필요' 강조,"올해는 예년보다 장마가 빠르게 시작되고 강수량이 많을 것으로 예보된 만큼, 네팔당국은 장마 대비를 당부함. 네팔 재난위험경감관리부는 각 지방정부에 위험도 평가에 따른 행동강령을 준비하고 재난발생시 신속하게 대응할 것을 요청함.","당국은 또, 작년 재난사건 분석을 진행했으며, 전문가들은 이러한 분석이 새로운 재난에 대응하는데 도움이 될 것으로 기대함. 네팔에서는 매년 홍수와 산사태로 막대한 인명 및 재산 피해가 발생하나 국가차원의 재난 대비는 제대로 이루어지지 않고 있음. 지난 몇 년 동안 네팔에서는 더 짧은 시간에 더 많은 비가 내리고 있는데 이는 뉴노멀 현상임. 전문가들은 기후 변화의 영향으로 최근 몇 년 동안 불규칙하고 거세진 강우 패턴의 변화가 매년 홍수와 산사태를 일으킨다고 주장함.",,"Unusual rains   expected this year,   authorities stress preparedness","As an early and heavier-than-usual monsoon has been forecast this year, provincial and local governments have been advised to start preparations accordingly. The National Disaster Risk Reduction and Management Authority, the agency responsible for disaster risk reduction and management, said it has asked the provincial and local authorities to prepare their own action plans on the basis of risk assessment and jump into action in the event of disasters.","The Authority has also carried out an analysis of the events of last year’s disaster incidents. Officials hope that the findings of the analysis will be helpful to deal with new challenges. Every  year,  floods  and  landslides  cause huge  loss  of life  and  property,  but  the country’s disaster  preparedness has  not  been  well  organised.  In  the  past  few  years,  the country has been receiving more rainfall in short durations–an abnormal phenomenon that is slowly becoming a new normal. Experts say changes in rainfall patterns, which have become severe and erratic in the past few years as an impact of climate change, have contributed to extreme weather events like floods and landslides annually.",,The Kathmandu Post,https://kathmandupost.com/climate-environment/2022/05/16/unusual-rains- expected-this-year-authorities-stress-preparednessfbclid=IwAR27DCH7ng4sE- 4tC1zuG83HxUjN0yXDKQO9YveHXJExhsHuA9hVE4OWuvk,2022-05-16
네팔,서남아태평양,네팔,수원국,거버넌스평화,내년 예산안 사회 정의 실현과 자주 경제 건설에 초점,정부의 내년도 예산안은 사회 정의 실현과 농촌 발전에 초점을 맞추고 있음. 이는 주체적이고 독립된 경제 건설을 위한 것임.,"사회주의 경제를 이룩하는데 중점을 두고, 정부는 국가 내 청년 일자리 창출과 농업 소득 증가를 위한 정책들을 마련하고 있음. ",,"Budget to focus on social justice, independent economy",The government is set to present the upcoming fiscal year's budget with a vision to build an independent economy with focus on social justice and rural development.,"Laying emphasis on developing socialism-oriented economy, the government has set its policy objective to generate employment opportunities for immigrant youths within the country and increase agriculture yields.",,The Himalayan Times,https://thehimalayantimes.com/nepal/budget-to-focus-on-social-justice-independent-economy,2022-05-18
